V_B2_A,V_B2_B,V_B2_C,I_B2_A,I_B2_B,I_B2_C,V_B3_A,V_B3_B,V_B3_C,I_B3_A,I_B3_B,I_B3_C,V_B4_A,V_B4_B,V_B4_C,I_B4_A,I_B4_B,I_B4_C,V_B5_A,V_B5_B,V_B5_C,I_B5_A,I_B5_B,I_B5_C,class,label,scenario
10708.089399761,10708.0893997783,10708.0893997672,94.8375375226869,94.8375375228758,94.8375375227718,10616.7359203259,10616.7359203426,10616.735920335,125.439267786769,125.439267786999,125.439267786859,10574.0799797049,10574.0799797201,10574.0799797109,156.220097883928,156.220097884233,156.220097884036,10848.3688766051,10848.3688766012,10848.368876602,105.813099893501,105.813099893579,105.813099893423,0,Healthy,Healthy LM=0.91 rep=1
10708.089399761,10708.0893997783,10708.0893997672,94.8375375226869,94.8375375228758,94.8375375227718,10616.7359203259,10616.7359203426,10616.735920335,125.439267786769,125.439267786999,125.439267786859,10574.0799797049,10574.0799797201,10574.0799797109,156.220097883928,156.220097884233,156.220097884036,10848.3688766051,10848.3688766012,10848.368876602,105.813099893501,105.813099893579,105.813099893423,0,Healthy,Healthy LM=0.91 rep=2
10708.089399761,10708.0893997783,10708.0893997672,94.8375375226869,94.8375375228758,94.8375375227718,10616.7359203259,10616.7359203426,10616.735920335,125.439267786769,125.439267786999,125.439267786859,10574.0799797049,10574.0799797201,10574.0799797109,156.220097883928,156.220097884233,156.220097884036,10848.3688766051,10848.3688766012,10848.368876602,105.813099893501,105.813099893579,105.813099893423,0,Healthy,Healthy LM=0.91 rep=3
10708.089399761,10708.0893997783,10708.0893997672,94.8375375226869,94.8375375228758,94.8375375227718,10616.7359203259,10616.7359203426,10616.735920335,125.439267786769,125.439267786999,125.439267786859,10574.0799797049,10574.0799797201,10574.0799797109,156.220097883928,156.220097884233,156.220097884036,10848.3688766051,10848.3688766012,10848.368876602,105.813099893501,105.813099893579,105.813099893423,0,Healthy,Healthy LM=0.91 rep=4
10708.089399761,10708.0893997783,10708.0893997672,94.8375375226869,94.8375375228758,94.8375375227718,10616.7359203259,10616.7359203426,10616.735920335,125.439267786769,125.439267786999,125.439267786859,10574.0799797049,10574.0799797201,10574.0799797109,156.220097883928,156.220097884233,156.220097884036,10848.3688766051,10848.3688766012,10848.368876602,105.813099893501,105.813099893579,105.813099893423,0,Healthy,Healthy LM=0.91 rep=5
10708.089399761,10708.0893997783,10708.0893997672,94.8375375226869,94.8375375228758,94.8375375227718,10616.7359203259,10616.7359203426,10616.735920335,125.439267786769,125.439267786999,125.439267786859,10574.0799797049,10574.0799797201,10574.0799797109,156.220097883928,156.220097884233,156.220097884036,10848.3688766051,10848.3688766012,10848.368876602,105.813099893501,105.813099893579,105.813099893423,0,Healthy,Healthy LM=0.91 rep=6
10708.089399761,10708.0893997783,10708.0893997672,94.8375375226869,94.8375375228758,94.8375375227718,10616.7359203259,10616.7359203426,10616.735920335,125.439267786769,125.439267786999,125.439267786859,10574.0799797049,10574.0799797201,10574.0799797109,156.220097883928,156.220097884233,156.220097884036,10848.3688766051,10848.3688766012,10848.368876602,105.813099893501,105.813099893579,105.813099893423,0,Healthy,Healthy LM=0.91 rep=7
10708.089399761,10708.0893997783,10708.0893997672,94.8375375226869,94.8375375228758,94.8375375227718,10616.7359203259,10616.7359203426,10616.735920335,125.439267786769,125.439267786999,125.439267786859,10574.0799797049,10574.0799797201,10574.0799797109,156.220097883928,156.220097884233,156.220097884036,10848.3688766051,10848.3688766012,10848.368876602,105.813099893501,105.813099893579,105.813099893423,0,Healthy,Healthy LM=0.91 rep=8
10708.089399761,10708.0893997783,10708.0893997672,94.8375375226869,94.8375375228758,94.8375375227718,10616.7359203259,10616.7359203426,10616.735920335,125.439267786769,125.439267786999,125.439267786859,10574.0799797049,10574.0799797201,10574.0799797109,156.220097883928,156.220097884233,156.220097884036,10848.3688766051,10848.3688766012,10848.368876602,105.813099893501,105.813099893579,105.813099893423,0,Healthy,Healthy LM=0.91 rep=9
10708.089399761,10708.0893997783,10708.0893997672,94.8375375226869,94.8375375228758,94.8375375227718,10616.7359203259,10616.7359203426,10616.735920335,125.439267786769,125.439267786999,125.439267786859,10574.0799797049,10574.0799797201,10574.0799797109,156.220097883928,156.220097884233,156.220097884036,10848.3688766051,10848.3688766012,10848.368876602,105.813099893501,105.813099893579,105.813099893423,0,Healthy,Healthy LM=0.91 rep=10
